"Character name	title	descriptions	attributes	agent_verbs	patient_verbs	tsne_1_weighted_descriptions_embeddings	tsne_2_weighted_descriptions_embeddings	tsne_3_weighted_descriptions_embeddings	labels"
"J. Edgar Hoover	['director', 'President', 'President']	['attempt', 'make', 'ask', 'take', 'mention', 'find', 'get', 'employ', 'beg', 'explain', 'come', 'begin', 'profess', 'demand', 'appeal', 'refuse', 'tell', 'apologize', 'show', 'open', 'claim', 'feel', 'visit', 'recall', 'go', 'get', 'arrange', 'attempt', 'make', 'ask', 'take', 'mention', 'find', 'get', 'employ', 'beg', 'explain', 'come', 'begin', 'profess', 'demand', 'appeal', 'refuse', 'tell', 'apologize', 'show', 'open', 'claim', 'feel', 'visit', 'recall', 'go', 'get', 'arrange', 'accuse', 'kiss', 'consider', 'ask', 'visit', 'love', 'dance', 'open', 'consider', 'accuse', 'kiss', 'consider', 'ask', 'visit', 'love', 'dance', 'open', 'consider', 'insult', 'mother', 'attempt', 'bos', 'insult', 'determination', 'Stone', 'eulogy', 'death', 'file', 'eulogy', 'insult', 'mother', 'attempt', 'bos', 'insult', 'determination', 'Stone', 'eulogy', 'death', 'file', 'eulogy', 'director', 'President', 'President']	['insult', 'mother', 'attempt', 'bos', 'insult', 'determination', 'Stone', 'eulogy', 'death', 'file', 'eulogy', 'insult', 'mother', 'attempt', 'bos', 'insult', 'determination', 'Stone', 'eulogy', 'death', 'file', 'eulogy']	['attempt', 'make', 'ask', 'take', 'mention', 'find', 'get', 'employ', 'beg', 'explain', 'come', 'begin', 'profess', 'demand', 'appeal', 'refuse', 'tell', 'apologize', 'show', 'open', 'claim', 'feel', 'visit', 'recall', 'go', 'get', 'arrange', 'attempt', 'make', 'ask', 'take', 'mention', 'find', 'get', 'employ', 'beg', 'explain', 'come', 'begin', 'profess', 'demand', 'appeal', 'refuse', 'tell', 'apologize', 'show', 'open', 'claim', 'feel', 'visit', 'recall', 'go', 'get', 'arrange']	['accuse', 'kiss', 'consider', 'ask', 'visit', 'love', 'dance', 'open', 'consider', 'accuse', 'kiss', 'consider', 'ask', 'visit', 'love', 'dance', 'open', 'consider']	-3.2853372	-30.485971	-22.570011	40"
"Raiden		['explain', 'ask', 'make', 'restore', 'reunite', 'submit', 'reveal', 'meet', 'refuse', 'meet', 'kill', 'ask', 'revive', 'reunite', 'shorn']	['shorn']	['explain', 'ask', 'make', 'restore', 'reunite', 'submit', 'reveal', 'meet', 'refuse']	['meet', 'kill', 'ask', 'revive', 'reunite']	14.435345	-17.847912	-11.626162	52"
"Kitana	['Princess']	['forget', 'dispatch', 'key', 'reunite', 'emerge', 'berate', 'meet', 'offer', 'attract', 'kidnap', 'reunite', 'rescue', 'rescue', 'mother', 'reuniting', 'mother', 'duel', 'advice', 'daughter', 'Princess']	['mother', 'reuniting', 'mother', 'duel', 'advice', 'daughter']	['forget', 'dispatch', 'key', 'reunite', 'emerge', 'berate', 'meet', 'offer', 'attract']	['kidnap', 'reunite', 'rescue', 'rescue']	17.040142	-18.55738	-12.033475	52"
"Shona		['become', 'stand', 'protect', 'name', 'witty', 'clever', 'cheerful']	['witty', 'clever', 'cheerful']	['become', 'stand']	['protect', 'name']	23.831099	6.5305347	-11.324903	24"
"Neha	['singer', 'dancer']	['entrap', 'confide', 'accept', 'end', 'lock', 'entrap', 'confide', 'accept', 'end', 'lock', 'fan', 'voice', 'fan', 'voice', 'singer', 'dancer']	['fan', 'voice', 'fan', 'voice']	['entrap', 'confide', 'accept', 'end', 'lock', 'entrap', 'confide', 'accept', 'end', 'lock']		15.075873	-11.876096	-30.396883	30"
"Lt. Col. Paul W. Tibbets	['pilot', 'Colonel', 'Col.']	['name', 'name', 'name', 'expect', 'champion', 'keep', 'expect', 'champion', 'keep', 'expect', 'champion', 'keep', 'Jr.', 'pilot', 'Jr.', 'pilot', 'Jr.', 'pilot', 'pilot', 'Colonel', 'Col.']	['Jr.', 'pilot', 'Jr.', 'pilot', 'Jr.', 'pilot']	['name', 'name', 'name']	['expect', 'champion', 'keep', 'expect', 'champion', 'keep', 'expect', 'champion', 'keep']	37.743225	-6.6804338	16.04125	63"
"Howard Campbell		['live', 'decide', 'improve', 'spy', 'visit', 'live', 'work', 'walk', 'go', 'return', 'reveal', 'hang', 'discover', 'reject', 'want', 'improve', 'take', 'approach', 'ask', 'execute', 'take', 'capture', 'shelter', 'warn', 'put', 'work', 'inform', 'return', 'turn', 'hideout', 'identity', 'hideout', 'forcing', 'identity', 'answer', 'building', 'playwright']	['hideout', 'identity', 'hideout', 'forcing', 'identity', 'answer', 'building', 'playwright']	['live', 'decide', 'improve', 'spy', 'visit', 'live', 'work', 'walk', 'go', 'return', 'reveal', 'hang', 'discover', 'reject']	['want', 'improve', 'take', 'approach', 'ask', 'execute', 'take', 'capture', 'shelter', 'warn', 'put', 'work', 'inform', 'return', 'turn']	6.399763	8.342289	-0.19437636	5"
"Che Guevara	['doctor']	['direct', 'tell', 'decide', 'accuse', 'land', 'leave', 'tell', 'doctor', 'tactic', 'doctor']	['doctor', 'tactic']	['direct', 'tell', 'decide', 'accuse', 'land']	['leave', 'tell']	-38.606834	2.7548492	9.613649	26"
"Esther		['tell', 'dizzy', 'pull', 'change', 'walk', 'try', 'join', 'turn', 'slap', 'fight', 'talk', 'become', 'jump', 'ring', 'whimper', 'confess', 'become', 'fall', 'wake', 'collapse', 'back', 'know', 'run', 'beg', 'chase', 'run', 'admit', 'hop', 'send', 'give', 'part', 'invite', 'release', 'interrupt', 'travel', 'mock', 'find', 'look', 'dial', 'house', 'fault', 'Jailer', 'bathroom', 'away', 'away']	['house', 'fault', 'Jailer', 'bathroom', 'away', 'away']	['tell', 'dizzy', 'pull', 'change', 'walk', 'try', 'join', 'turn', 'slap', 'fight', 'talk', 'become', 'jump', 'ring', 'whimper', 'confess', 'become', 'fall', 'wake', 'collapse', 'back', 'know', 'run', 'beg', 'chase', 'run', 'admit', 'hop']	['send', 'give', 'part', 'invite', 'release', 'interrupt', 'travel', 'mock', 'find', 'look', 'dial']	-16.920855	16.986736	-5.437608	37"
"Zachary Teller		['want', 'get', 'insist', 'leave', 'warning', 'brother']	['warning', 'brother']	['want', 'get', 'insist']	['leave']	-10.715436	-22.915052	9.70672	58"
"Carrie		['publish', 'ask', 'come', 'give', 'give', 'tell', 'publish', 'meet', 'order', 'named']	['order', 'named']	['publish', 'ask', 'come', 'give', 'give', 'tell', 'publish']	['meet']	26.935902	-24.367489	-3.4699678	4"
"Dr. Jake Rainer	['psychiatrist']	['turn', 'entice', 'effort', 'psychiatrist', 'psychiatrist']	['effort', 'psychiatrist']	['turn', 'entice']		-35.491005	-12.490822	8.926799	55"
"Dhirendra Pratap		['say', 'appear', 'fall', 'hire', 'kill', 'beat', 'son']	['son']	['say', 'appear', 'fall', 'hire']	['kill', 'beat']	22.110909	-15.560851	15.259376	14"
"Raja Sahai		['kidnap', 'go', 'rescue', 'escape', 'stay', 'bring', 'stay', 'tell', 'rid', 'protect', 'stay', 'kill', 'check', 'father', 'man']	['father', 'man']	['kidnap', 'go', 'rescue', 'escape', 'stay', 'bring', 'stay', 'tell']	['rid', 'protect', 'stay', 'kill', 'check']	20.121948	2.3115265	-11.7532425	53"
"Mija	['teacher']	['grandmother', 'meet', 'strengthen', 'visit', 'change', 'teacher']	['change']	['grandmother', 'meet', 'strengthen', 'visit']		-3.541072	-26.26039	18.32312	18"
"Muniyandi	['doctor']	['stop', 'start', 'bang', 'listen', 'lash', 'offer', 'stop', 'say', 'bring', 'stop', 'cattle', 'face', 'man', 'figure', 'figure', 'Seeing', 'marriage', 'wife', 'happy', 'doctor']	['cattle', 'face', 'man', 'figure', 'figure', 'Seeing', 'marriage', 'wife', 'happy']	['stop', 'start', 'bang', 'listen', 'lash', 'offer', 'stop', 'say', 'bring']	['stop']	-39.29633	2.6084363	9.68967	26"
"Halley Reed		['leave', 'visit', 'woo', 'gesture', 'gesture', 'aware']	['gesture', 'gesture', 'aware']	['leave', 'visit']	['woo']	-21.956345	-17.39226	6.416119	46"
"Judah Rosenthal	['filmmaker', 'ophthalmologist']	['say', 'retrieve', 'work', 'enjoy', 'turn', 'intercept', 'end', 'wish', 'intercept', 'meet', 'say', 'retrieve', 'work', 'enjoy', 'turn', 'intercept', 'end', 'wish', 'intercept', 'meet', 'imperil', 'imperil', 'man', 'questionable', 'openness', 'patient', 'aware', 'aware', 'man', 'questionable', 'openness', 'patient', 'aware', 'aware', 'filmmaker', 'ophthalmologist']	['man', 'questionable', 'openness', 'patient', 'aware', 'aware', 'man', 'questionable', 'openness', 'patient', 'aware', 'aware']	['say', 'retrieve', 'work', 'enjoy', 'turn', 'intercept', 'end', 'wish', 'intercept', 'meet', 'say', 'retrieve', 'work', 'enjoy', 'turn', 'intercept', 'end', 'wish', 'intercept', 'meet']	['imperil', 'imperil']	-35.00682	2.2671032	6.194055	26"
"Lemuel Gulliver	['writer']	['decide', 'manage', 'rent', 'save', 'help', 'defeat', 'make', 'fail', 'hold', 'lose', 'admit', 'escape', 'get', 'reveal', 'banish', 'lose', 'make', 'present', 'break', 'talk', 'declare', 'treatment', 'magazine', 'boat', 'magazine', 'girl', 'writer']	['treatment', 'magazine', 'boat', 'magazine', 'girl']	['decide', 'manage', 'rent', 'save', 'help', 'defeat', 'make', 'fail', 'hold', 'lose', 'admit', 'escape', 'get', 'reveal']	['banish', 'lose', 'make', 'present', 'break', 'talk', 'declare']	-23.306734	-23.288158	-14.862756	41"
"Darcy Silverman	['President', 'journalist', 'General']	['want', 'get', 'hold', 'want', 'get', 'hold', 'want', 'get', 'hold', 'get', 'hang', 'imprison', 'get', 'hang', 'imprison', 'get', 'hang', 'imprison', 'War', 'War', 'War', 'President', 'journalist', 'General']	['War', 'War', 'War']	['want', 'get', 'hold', 'want', 'get', 'hold', 'want', 'get', 'hold']	['get', 'hang', 'imprison', 'get', 'hang', 'imprison', 'get', 'hang', 'imprison']	-28.297861	-24.292934	-4.1299696	38"
"Ben	['assistant']	['insist', 'meet', 'begin', 'suggest', 'tell', 'appear', 'find', 'leave', 'describe', 'discuss', 'confront', 'assistant']		['insist', 'meet', 'begin', 'suggest', 'tell', 'appear', 'find', 'leave']	['describe', 'discuss', 'confront']	-22.612295	10.995487	-22.425629	27"
"Frank Martin	['driver']	['foist', 'return', 'track', 'help', 'refuse', 'lock', 'accept', 'arrest', 'leave', 'go', 'snap', 'pretend', 'prepare', 'kill', 'incapacitate', 'take', 'sneak', 'refuse', 'manage', 'deal', 'drive', 'confront', 'get', 'tell', 'spend', 'track', 'visit', 'meet', 'get', 'receive', 'risk', 'make', 'thrill', 'force', 'load', 'ask', 'spot', 'escape', 'accuse', 'move', 'ambush', 'save', 'question', 'tell', 'hire', 'transport', 'fight', 'find', 'deliver', 'force', 'order', 'spend', 'escape', 'kill', 'let', 'leave', 'infect', 'bargain', 'retrieve', 'deal', 'get', 'destruction', 'alibi', 'house', 'car', 'involvement', 'escape', 'cook', 'girlfriend', 'able', 'home', 'unarmed', 'able', 'driver']	['destruction', 'alibi', 'house', 'car', 'involvement', 'escape', 'cook', 'girlfriend', 'able', 'home', 'unarmed', 'able']	['foist', 'return', 'track', 'help', 'refuse', 'lock', 'accept', 'arrest', 'leave', 'go', 'snap', 'pretend', 'prepare', 'kill', 'incapacitate', 'take', 'sneak', 'refuse', 'manage', 'deal', 'drive', 'confront', 'get', 'tell', 'spend', 'track', 'visit', 'meet', 'get', 'receive', 'risk', 'make', 'thrill']	['force', 'load', 'ask', 'spot', 'escape', 'accuse', 'move', 'ambush', 'save', 'question', 'tell', 'hire', 'transport', 'fight', 'find', 'deliver', 'force', 'order', 'spend', 'escape', 'kill', 'let', 'leave', 'infect', 'bargain', 'retrieve', 'deal', 'get']	37.706604	0.63205314	-15.161872	8"
"Shanichari		['fall', 'ask', 'lifetime', 'named', 'reluctant']	['lifetime', 'named', 'reluctant']	['fall']	['ask']	6.1132746	-23.113619	-19.16788	51"
"Cornelius	['teacher']	['say', 'tell', 'look', 'expect', 'take', 'ask', 'house', 'niece', 'forest', 'airship', 'teacher', 'teacher']	['house', 'niece', 'forest', 'airship', 'teacher']	['say', 'tell', 'look', 'expect']	['take', 'ask']	-4.2589035	-27.209654	20.219444	18"
"Michelle		['run', 'bring', 'ask', 'cure', 'save', 'mother', 'named', 'life']	['mother', 'named', 'life']	['run', 'bring', 'ask']	['cure', 'save']	27.289448	8.74536	-6.0311894	12"
"Mike Wazowski	['assistant']	['re-enter', 'start', 'insist', 'get', 'ask', 'end', 'manage', 'shout', 'manage', 'fly', 'return', 'escape', 'take', 'test', 'reveal', 'say', 'refuse', 'help', 'trap', 'attempt', 'distract', 'rival', 'escape', 'obsess', 'exasperate', 'catch', 'put', 'trap', 'kidnap', 'follow', 'return', 'pursue', 'harass', 'apologise', 'annoyed', 'Unfortunately', 'restaurant', 'assistant']	['annoyed', 'Unfortunately', 'restaurant']	['re-enter', 'start', 'insist', 'get', 'ask', 'end', 'manage', 'shout', 'manage', 'fly', 'return', 'escape', 'take', 'test', 'reveal', 'say', 'refuse', 'help', 'trap', 'attempt', 'distract', 'rival']	['escape', 'obsess', 'exasperate', 'catch', 'put', 'trap', 'kidnap', 'follow', 'return', 'pursue', 'harass', 'apologise']	-22.542847	11.948089	-23.961031	27"
"Shankar	['wedding planner']	['casanova', 'blackmail', 'realize', 'join', 'wedding planner']		['casanova', 'blackmail', 'realize', 'join']		16.020176	-24.452154	0.60755754	43"
"Lt. Proctor	['Lt.', 'Lt.']	['mess', 'knock', 'save', 'trick', 'want', 'assign', 'work', 'name', 'Lt.', 'Lt.']	['name']	['mess', 'knock']	['save', 'trick', 'want', 'assign', 'work']	29.243847	12.73609	-13.907752	24"
"Brother Francisco		['inform', 'send', 'arrive', 'arrest', 'sentence', 'shoot', 'release', 'help', 'mission', 'cart', 'Bringing', 'number', 'number', 'named', 'murder']	['help', 'mission', 'cart', 'Bringing', 'number', 'number', 'named', 'murder']	['inform', 'send', 'arrive']	['arrest', 'sentence', 'shoot', 'release']	12.47134	-4.748232	20.752836	39"
"Aunt Carmen		['inform', 'inform', 'decide', 'return', 'aunt', 'admiration', 'admiration']	['aunt', 'admiration', 'admiration']	['inform', 'inform', 'decide']	['return']	-22.769203	-12.910119	-25.710571	32"
"Al Capone		['mock', 'file', 'seem', 'kill', 'meet', 'sell', 'order', 'find', 'obtain', 'confront', 'stop', 'sentence', 'tip', 'try', 'status', 'influence', 'mood', 'furious', 'villain']	['status', 'influence', 'mood', 'furious', 'villain']	['mock', 'file', 'seem', 'kill', 'meet', 'sell', 'order', 'find', 'obtain']	['confront', 'stop', 'sentence', 'tip', 'try']	1.0529507	8.000598	-7.781874	5"
"Omura	['businessman']	['lead', 'order', 'offer', 'lead', 'behalf', 'ninja', 'behalf', 'fortune', 'order', 'businessman']	['behalf', 'ninja', 'behalf', 'fortune', 'order']	['lead', 'order', 'offer']	['lead']	-6.7471066	26.531696	-25.190063	49"
"John Trevor	['detective']	['mind', 'point', 'come', 'threaten', 'assistance', 'detective', 'assistance', 'detective']	['assistance', 'detective', 'assistance']	['mind', 'point', 'come']	['threaten']	24.11231	-0.07970215	26.26568	6"
"Moomintroll		['wake', 'notice', 'save', 'save', 'father']	['father']	['wake']	['notice', 'save', 'save']	15.674016	-15.88226	11.969301	50"
"Shunzi		['call', 'return', 'check', 'march', 'recognise', 'deem', 'take']		['call', 'return']	['check', 'march', 'recognise', 'deem', 'take']	-21.159325	-12.582457	-23.49693	32"
"Loki	['king']	['follow', 'steal', 'destroy', 'attempt', 'cause', 'escape', 'take', 'promise', 'use', 'go', 'encounter', 'convince', 'continue', 'kidnap', 'make', 'result', 'attack', 'control', 'attack', 'listen', 'arrive', 'kill', 'manage', 'attack', 'bring', 'await', 'betray', 'allow', 'prompt', 'send', 'offer', 'kill', 'seize', 'discover', 'fight', 'bring', 'send', 'go', 'imprison', 'approach', 'reach', 'escort', 'return', 'allow', 'take', 'warn', 'convince', 'result', 'drop', 'attempt', 'betray', 'charge', 'take', 'separate', 'confront', 'arrive', 'combat', 'surrender', 'control', 'agent', 'scepter', 'enough', 'army', 'help', 'control', 'daughter', 'control', 'Hell', 'Hell', 'hideout', 'daughter', 'god', 'rule', 'brother', 'invisible', 'plan', 'king']	['combat', 'surrender', 'control', 'agent', 'scepter', 'enough', 'army', 'help', 'control', 'daughter', 'control', 'Hell', 'Hell', 'hideout', 'daughter', 'god', 'rule', 'brother', 'invisible', 'plan']	['follow', 'steal', 'destroy', 'attempt', 'cause', 'escape', 'take', 'promise', 'use', 'go', 'encounter', 'convince', 'continue', 'kidnap', 'make', 'result', 'attack', 'control', 'attack', 'listen', 'arrive', 'kill', 'manage', 'attack', 'bring', 'await', 'betray', 'allow', 'prompt', 'send', 'offer', 'kill', 'seize', 'discover']	['fight', 'bring', 'send', 'go', 'imprison', 'approach', 'reach', 'escort', 'return', 'allow', 'take', 'warn', 'convince', 'result', 'drop', 'attempt', 'betray', 'charge', 'take', 'separate', 'confront', 'arrive']	30.28465	4.4075437	-27.13179	64"
"Shelly Webster		['go', 'suffer', 'reunite', 'take', 'okay', 'miss', 'die', 'murder', 'hospital', 'graf', 'death', 'grave', 'ring', 'death']	['hospital', 'graf', 'death', 'grave', 'ring', 'death']	['go', 'suffer', 'reunite', 'take', 'okay']	['miss', 'die', 'murder']	-3.938291	-6.0048103	15.903789	48"
"Gideon	['owner']	['go', 'make', 'kill', 'allow', 'live', 'warn', 'owner', 'owner']	['owner']	['go', 'make', 'kill']	['allow', 'live', 'warn']	-10.378876	-7.0707107	-36.59892	17"
"Andrei		['send', 'manage', 'find', 'recognize', 'watch', 'go', 'look', 'play', 'play']		['send', 'manage', 'find', 'recognize', 'watch', 'go', 'look', 'play']	['play']	-15.970674	32.368706	12.0394945	62"
"Ben Archer	['gangster']	['decide', 'find', 'take', 'decide', 'head', 'capture', 'drive', 'dispose', 'arrive', 'give', 'call', 'take', 'retrieve', 'hit', 'kill', 'fight', 'child', 'alone', 'able', 'gangster']	['fight', 'child', 'alone', 'able']	['decide', 'find', 'take', 'decide', 'head', 'capture', 'drive', 'dispose', 'arrive', 'give']	['call', 'take', 'retrieve', 'hit', 'kill']	13.134824	33.33664	-4.2555766	33"
"Laura Portmann	['doctor']	['receive', 'find', 'force', 'ask', 'realize', 'reveal', 'recognize', 'restrain', 'connect', 'care', 'return', 'review', 'trust', 'decide', 'reveal', 'investigate', 'send', 'review', 'hear', 'save', 'attack', 'free', 'leave', 'execute', 'sister', 'free', 'savior', 'broadcast', 'doctor']	['sister', 'free', 'savior', 'broadcast']	['receive', 'find', 'force', 'ask', 'realize', 'reveal', 'recognize', 'restrain', 'connect', 'care', 'return', 'review', 'trust', 'decide', 'reveal', 'investigate', 'send', 'review', 'hear']	['save', 'attack', 'free', 'leave', 'execute']	-39.327293	0.47533244	8.623932	26"
"Alan McCarthy		['game', 'throw', 'call', 'appear', 'inform', 'believe', 'game', 'lover']	['lover']	['game', 'throw', 'call', 'appear']	['inform', 'believe', 'game']	-11.313798	29.379791	14.212197	62"
"Dr. Abigail Tyler	['psychologist']	['call', 'witness', 'show', 'put', 'undergo', 'interview', 'daughter', 'colleague', 'husband', 'psychologist']	['interview', 'daughter', 'colleague', 'husband']	['call', 'witness', 'show', 'put', 'undergo']		-36.968594	-11.550658	4.698171	55"
"Abel Campos	['psychologist']	['rush', 'suspicious', 'remain', 'videotape', 'hypnotize', 'psychologist', 'psychologist']	['psychologist']	['rush', 'suspicious', 'remain', 'videotape', 'hypnotize']		-38.94454	-11.886248	5.6762276	55"
"Ashley Tyler		['search', 'find', 'return', 'abduct', 'child', 'daughter', 'disappearance', 'alive']	['child', 'daughter', 'disappearance', 'alive']	['search']	['find', 'return', 'abduct']	-26.374466	27.244535	0.9872153	45"
"Vijay Kapoor	['businessman']	['approve', 'convince', 'refuse', 'sign', 'go', 'become', 'discover', 'impress', 'fortune', 'businessman']	['fortune']	['approve', 'convince', 'refuse', 'sign', 'go', 'become', 'discover']	['impress']	-8.7232895	26.46872	-24.9121	49"
"Preman		['come', 'chap', 'find', 'demand', 'force', 'intervene', 'know', 'see', 'driver']	['driver']	['come', 'chap', 'find', 'demand', 'force', 'intervene']	['know', 'see']	36.903595	1.7083367	-13.634659	8"
"Vidyalakshmi Nambiar		['become', 'refuse', 'decide', 'appear', 'try', 'capture', 'marry', 'bring', 'scion', 'news']	['scion', 'news']	['become', 'refuse', 'decide', 'appear', 'try', 'capture']	['marry', 'bring']	9.105114	-29.135122	-0.10482338	43"
"Shanavas		['marry', 'Muslim', 'mother', 'brother', 'mother', 'brother', 'daughter']	['Muslim', 'mother', 'brother', 'mother', 'brother', 'daughter']	['marry']		16.453999	-28.689266	-1.0808573	43"
"Parker Wilson	['Professor', 'professor']	['close', 'relent', 'surprise', 'expect', 'please', 'leave', 'decide', 'attempt', 'spend', 'hold', 'follow', 'walk', 'greet', 'take', 'close', 'relent', 'surprise', 'expect', 'please', 'leave', 'decide', 'attempt', 'spend', 'hold', 'follow', 'walk', 'greet', 'take', 'play', 'leave', 'captivate', 'mystify', 'call', 'play', 'leave', 'captivate', 'mystify', 'call', 'departure', 'death', 'sign', 'sign', 'grave', 'train', 'son', 'departure', 'death', 'sign', 'sign', 'grave', 'train', 'son', 'Professor', 'professor']	['departure', 'death', 'sign', 'sign', 'grave', 'train', 'son', 'departure', 'death', 'sign', 'sign', 'grave', 'train', 'son']	['close', 'relent', 'surprise', 'expect', 'please', 'leave', 'decide', 'attempt', 'spend', 'hold', 'follow', 'walk', 'greet', 'take', 'close', 'relent', 'surprise', 'expect', 'please', 'leave', 'decide', 'attempt', 'spend', 'hold', 'follow', 'walk', 'greet', 'take']	['play', 'leave', 'captivate', 'mystify', 'call', 'play', 'leave', 'captivate', 'mystify', 'call']	-25.749582	-6.064753	23.05649	11"
